date,username,product,sku,model,quantity,unit_type,applied_cost_per_quantity,gross_amount,discount_amount,net_amount,organization,cost_center_name
2026-08-01,taro-tanaka,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-fintech,FinTech-Division
2026-08-01,hanako-suzuki,copilot,copilot_enterprise,,1,seats,39.00,39.00,0.00,39.00,proud-ai-labs,Research-and-AI
2026-08-01,kenji-sato,copilot,copilot_enterprise,,1,seats,39.00,39.00,0.00,39.00,proud-cloud-core,Cloud-Platform
2026-08-01,yuki-takahashi,copilot,copilot_enterprise,,1,seats,39.00,39.00,0.00,39.00,proud-fintech,FinTech-Division
2026-08-01,mika-ito,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-internal-sys,Enterprise-IT
2026-08-01,alex-partner,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-fintech,FinTech-Division
2026-08-01,daiki-yamada,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-cloud-core,Cloud-Platform
2026-08-01,yuki-tanaka,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-fintech,FinTech-Division
2026-08-01,daiki-suzuki,copilot,copilot_enterprise,,1,seats,39.00,39.00,0.00,39.00,proud-internal-sys,IT-Infrastructure
2026-08-01,sakura-watanabe,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-internal-sys,IT-Infrastructure
2026-08-01,ren-takahashi,copilot,copilot_enterprise,,1,seats,39.00,39.00,0.00,39.00,proud-marketing,Data-AI-Lab
2026-08-01,mei-ito,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-marketing,Data-AI-Lab
2026-08-01,kaito-nakamura,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-core-api,IT-Infrastructure
2026-08-01,aoi-kobayashi,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-core-api,IT-Infrastructure
2026-08-01,external-contractor-01,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-fintech,FinTech-Division
2026-08-01,external-contractor-02,copilot,copilot_business,,1,seats,19.00,19.00,0.00,19.00,proud-cloud-core,Cloud-Platform
2026-08-03,taro-tanaka,copilot,copilot_premium_request,"o1",11,requests,0.0500,0.5500,0.0000,0.5500,proud-fintech,FinTech-Division
2026-08-03,hanako-suzuki,copilot,copilot_premium_request,"Claude 3.7 Sonnet",15,requests,0.0400,0.6000,0.0000,0.6000,proud-ai-labs,Research-and-AI
2026-08-03,yuki-takahashi,copilot,copilot_premium_request,"GPT-4o",17,requests,0.0300,0.5100,0.0000,0.5100,proud-fintech,FinTech-Division
2026-08-03,mika-ito,copilot,copilot_premium_request,"Gemini 2.0 Flash",5,requests,0.0200,0.1000,0.0000,0.1000,proud-internal-sys,Enterprise-IT
2026-08-03,alex-partner,copilot,copilot_premium_request,"Gemini 2.0 Flash",13,requests,0.0200,0.2600,0.0000,0.2600,proud-fintech,FinTech-Division
2026-08-03,daiki-yamada,copilot,copilot_premium_request,"Gemini 2.0 Flash",13,requests,0.0200,0.2600,0.0000,0.2600,proud-cloud-core,Cloud-Platform
2026-08-03,yuki-tanaka,copilot,copilot_premium_request,"o1",11,requests,0.0500,0.5500,0.0000,0.5500,proud-fintech,FinTech-Division
2026-08-03,daiki-suzuki,copilot,copilot_premium_request,"Gemini 2.0 Flash",13,requests,0.0200,0.2600,0.0000,0.2600,proud-internal-sys,IT-Infrastructure
2026-08-03,sakura-watanabe,copilot,copilot_premium_request,"o1",19,requests,0.0500,0.9500,0.0000,0.9500,proud-internal-sys,IT-Infrastructure
2026-08-03,ren-takahashi,copilot,copilot_premium_request,"Claude 3.7 Sonnet",15,requests,0.0400,0.6000,0.0000,0.6000,proud-marketing,Data-AI-Lab
2026-08-03,mei-ito,copilot,copilot_premium_request,"o1",28,requests,0.0500,1.4000,0.0000,1.4000,proud-marketing,Data-AI-Lab
2026-08-03,kaito-nakamura,copilot,copilot_premium_request,"GPT-4o",17,requests,0.0300,0.5100,0.0000,0.5100,proud-core-api,IT-Infrastructure
2026-08-03,aoi-kobayashi,copilot,copilot_premium_request,"Claude 3.7 Sonnet",15,requests,0.0400,0.6000,0.0000,0.6000,proud-core-api,IT-Infrastructure
2026-08-03,external-contractor-01,copilot,copilot_premium_request,"GPT-4o",8,requests,0.0300,0.2400,0.0000,0.2400,proud-fintech,FinTech-Division
2026-08-03,external-contractor-02,copilot,copilot_premium_request,"GPT-4o",8,requests,0.0300,0.2400,0.0000,0.2400,proud-cloud-core,Cloud-Platform
2026-08-04,taro-tanaka,copilot,copilot_premium_request,"Gemini 2.0 Flash",14,requests,0.0200,0.2800,0.0000,0.2800,proud-fintech,FinTech-Division
2026-08-04,kenji-sato,copilot,copilot_premium_request,"o1",12,requests,0.0500,0.6000,0.0000,0.6000,proud-cloud-core,Cloud-Platform
2026-08-04,yuki-takahashi,copilot,copilot_premium_request,"o1",20,requests,0.0500,1.0000,0.0000,1.0000,proud-fintech,FinTech-Division
2026-08-04,mika-ito,copilot,copilot_premium_request,"Claude 3.7 Sonnet",8,requests,0.0400,0.3200,0.0000,0.3200,proud-internal-sys,Enterprise-IT
2026-08-04,yuki-tanaka,copilot,copilot_premium_request,"Gemini 2.0 Flash",14,requests,0.0200,0.2800,0.0000,0.2800,proud-fintech,FinTech-Division
2026-08-04,sakura-watanabe,copilot,copilot_premium_request,"Gemini 2.0 Flash",22,requests,0.0200,0.4400,0.0000,0.4400,proud-internal-sys,IT-Infrastructure
2026-08-04,mei-ito,copilot,copilot_premium_request,"Gemini 2.0 Flash",6,requests,0.0200,0.1200,0.0000,0.1200,proud-marketing,Data-AI-Lab
2026-08-04,kaito-nakamura,copilot,copilot_premium_request,"o1",20,requests,0.0500,1.0000,0.0000,1.0000,proud-core-api,IT-Infrastructure
2026-08-05,taro-tanaka,copilot,copilot_premium_request,"Claude 3.7 Sonnet",17,requests,0.0400,0.6800,0.0680,0.6120,proud-fintech,FinTech-Division
2026-08-05,hanako-suzuki,copilot,copilot_premium_request,"o1",21,requests,0.0500,1.0500,0.1050,0.9450,proud-ai-labs,Research-and-AI
2026-08-05,kenji-sato,copilot,copilot_premium_request,"Gemini 2.0 Flash",15,requests,0.0200,0.3000,0.0300,0.2700,proud-cloud-core,Cloud-Platform
2026-08-05,yuki-takahashi,copilot,copilot_premium_request,"Gemini 2.0 Flash",23,requests,0.0200,0.4600,0.0460,0.4140,proud-fintech,FinTech-Division
2026-08-05,mika-ito,copilot,copilot_premium_request,"GPT-4o",11,requests,0.0300,0.3300,0.0330,0.2970,proud-internal-sys,Enterprise-IT
2026-08-05,alex-partner,copilot,copilot_premium_request,"GPT-4o",19,requests,0.0300,0.5700,0.0570,0.5130,proud-fintech,FinTech-Division
2026-08-05,daiki-yamada,copilot,copilot_premium_request,"GPT-4o",19,requests,0.0300,0.5700,0.0570,0.5130,proud-cloud-core,Cloud-Platform
2026-08-05,yuki-tanaka,copilot,copilot_premium_request,"Claude 3.7 Sonnet",17,requests,0.0400,0.6800,0.0680,0.6120,proud-fintech,FinTech-Division
2026-08-05,daiki-suzuki,copilot,copilot_premium_request,"GPT-4o",19,requests,0.0300,0.5700,0.0570,0.5130,proud-internal-sys,IT-Infrastructure
2026-08-05,ren-takahashi,copilot,copilot_premium_request,"o1",21,requests,0.0500,1.0500,0.1050,0.9450,proud-marketing,Data-AI-Lab
2026-08-05,mei-ito,copilot,copilot_premium_request,"Claude 3.7 Sonnet",9,requests,0.0400,0.3600,0.0360,0.3240,proud-marketing,Data-AI-Lab
2026-08-05,kaito-nakamura,copilot,copilot_premium_request,"Gemini 2.0 Flash",23,requests,0.0200,0.4600,0.0460,0.4140,proud-core-api,IT-Infrastructure
2026-08-05,aoi-kobayashi,copilot,copilot_premium_request,"o1",21,requests,0.0500,1.0500,0.1050,0.9450,proud-core-api,IT-Infrastructure
2026-08-05,external-contractor-01,copilot,copilot_premium_request,"Gemini 2.0 Flash",14,requests,0.0200,0.2800,0.0280,0.2520,proud-fintech,FinTech-Division
2026-08-05,external-contractor-02,copilot,copilot_premium_request,"Gemini 2.0 Flash",14,requests,0.0200,0.2800,0.0280,0.2520,proud-cloud-core,Cloud-Platform
2026-08-06,taro-tanaka,copilot,copilot_premium_request,"GPT-4o",20,requests,0.0300,0.6000,0.0000,0.6000,proud-fintech,FinTech-Division
2026-08-06,hanako-suzuki,copilot,copilot_premium_request,"Gemini 2.0 Flash",24,requests,0.0200,0.4800,0.0000,0.4800,proud-ai-labs,Research-and-AI
2026-08-06,kenji-sato,copilot,copilot_premium_request,"Claude 3.7 Sonnet",18,requests,0.0400,0.7200,0.0000,0.7200,proud-cloud-core,Cloud-Platform
2026-08-06,yuki-takahashi,copilot,copilot_premium_request,"Claude 3.7 Sonnet",26,requests,0.0400,1.0400,0.0000,1.0400,proud-fintech,FinTech-Division
2026-08-06,alex-partner,copilot,copilot_premium_request,"o1",22,requests,0.0500,1.1000,0.0000,1.1000,proud-fintech,FinTech-Division
2026-08-06,daiki-yamada,copilot,copilot_premium_request,"o1",22,requests,0.0500,1.1000,0.0000,1.1000,proud-cloud-core,Cloud-Platform
2026-08-06,yuki-tanaka,copilot,copilot_premium_request,"GPT-4o",20,requests,0.0300,0.6000,0.0000,0.6000,proud-fintech,FinTech-Division
2026-08-06,daiki-suzuki,copilot,copilot_premium_request,"o1",22,requests,0.0500,1.1000,0.0000,1.1000,proud-internal-sys,IT-Infrastructure
2026-08-06,sakura-watanabe,copilot,copilot_premium_request,"GPT-4o",28,requests,0.0300,0.8400,0.0000,0.8400,proud-internal-sys,IT-Infrastructure
2026-08-06,ren-takahashi,copilot,copilot_premium_request,"Gemini 2.0 Flash",24,requests,0.0200,0.4800,0.0000,0.4800,proud-marketing,Data-AI-Lab
2026-08-06,mei-ito,copilot,copilot_premium_request,"GPT-4o",12,requests,0.0300,0.3600,0.0000,0.3600,proud-marketing,Data-AI-Lab
2026-08-06,kaito-nakamura,copilot,copilot_premium_request,"Claude 3.7 Sonnet",26,requests,0.0400,1.0400,0.0000,1.0400,proud-core-api,IT-Infrastructure
2026-08-06,aoi-kobayashi,copilot,copilot_premium_request,"Gemini 2.0 Flash",24,requests,0.0200,0.4800,0.0000,0.4800,proud-core-api,IT-Infrastructure
2026-08-06,external-contractor-01,copilot,copilot_premium_request,"Claude 3.7 Sonnet",17,requests,0.0400,0.6800,0.0000,0.6800,proud-fintech,FinTech-Division
2026-08-06,external-contractor-02,copilot,copilot_premium_request,"Claude 3.7 Sonnet",17,requests,0.0400,0.6800,0.0000,0.6800,proud-cloud-core,Cloud-Platform
2026-08-07,hanako-suzuki,copilot,copilot_premium_request,"Claude 3.7 Sonnet",27,requests,0.0400,1.0800,0.0000,1.0800,proud-ai-labs,Research-and-AI
2026-08-07,kenji-sato,copilot,copilot_premium_request,"GPT-4o",21,requests,0.0300,0.6300,0.0000,0.6300,proud-cloud-core,Cloud-Platform
2026-08-07,yuki-takahashi,copilot,copilot_premium_request,"GPT-4o",29,requests,0.0300,0.8700,0.0000,0.8700,proud-fintech,FinTech-Division
2026-08-07,mika-ito,copilot,copilot_premium_request,"Gemini 2.0 Flash",17,requests,0.0200,0.3400,0.0000,0.3400,proud-internal-sys,Enterprise-IT
2026-08-07,sakura-watanabe,copilot,copilot_premium_request,"o1",6,requests,0.0500,0.3000,0.0000,0.3000,proud-internal-sys,IT-Infrastructure
2026-08-07,ren-takahashi,copilot,copilot_premium_request,"Claude 3.7 Sonnet",27,requests,0.0400,1.0800,0.0000,1.0800,proud-marketing,Data-AI-Lab
2026-08-07,mei-ito,copilot,copilot_premium_request,"o1",15,requests,0.0500,0.7500,0.0000,0.7500,proud-marketing,Data-AI-Lab
2026-08-07,kaito-nakamura,copilot,copilot_premium_request,"GPT-4o",29,requests,0.0300,0.8700,0.0000,0.8700,proud-core-api,IT-Infrastructure
2026-08-07,aoi-kobayashi,copilot,copilot_premium_request,"Claude 3.7 Sonnet",27,requests,0.0400,1.0800,0.0000,1.0800,proud-core-api,IT-Infrastructure
2026-08-10,hanako-suzuki,copilot,copilot_premium_request,"Gemini 2.0 Flash",11,requests,0.0200,0.2200,0.0220,0.1980,proud-ai-labs,Research-and-AI
2026-08-10,yuki-takahashi,copilot,copilot_premium_request,"Claude 3.7 Sonnet",13,requests,0.0400,0.5200,0.0520,0.4680,proud-fintech,FinTech-Division
2026-08-10,mika-ito,copilot,copilot_premium_request,"o1",26,requests,0.0500,1.3000,0.1300,1.1700,proud-internal-sys,Enterprise-IT
2026-08-10,alex-partner,copilot,copilot_premium_request,"o1",9,requests,0.0500,0.4500,0.0450,0.4050,proud-fintech,FinTech-Division
2026-08-10,daiki-yamada,copilot,copilot_premium_request,"o1",9,requests,0.0500,0.4500,0.0450,0.4050,proud-cloud-core,Cloud-Platform
2026-08-10,daiki-suzuki,copilot,copilot_premium_request,"o1",9,requests,0.0500,0.4500,0.0450,0.4050,proud-internal-sys,IT-Infrastructure
2026-08-10,sakura-watanabe,copilot,copilot_premium_request,"GPT-4o",15,requests,0.0300,0.4500,0.0450,0.4050,proud-internal-sys,IT-Infrastructure
2026-08-10,ren-takahashi,copilot,copilot_premium_request,"Gemini 2.0 Flash",11,requests,0.0200,0.2200,0.0220,0.1980,proud-marketing,Data-AI-Lab
2026-08-10,mei-ito,copilot,copilot_premium_request,"GPT-4o",24,requests,0.0300,0.7200,0.0720,0.6480,proud-marketing,Data-AI-Lab
2026-08-10,kaito-nakamura,copilot,copilot_premium_request,"Claude 3.7 Sonnet",13,requests,0.0400,0.5200,0.0520,0.4680,proud-core-api,IT-Infrastructure
2026-08-10,aoi-kobayashi,copilot,copilot_premium_request,"Gemini 2.0 Flash",11,requests,0.0200,0.2200,0.0220,0.1980,proud-core-api,IT-Infrastructure
2026-08-10,external-contractor-01,copilot,copilot_premium_request,"Claude 3.7 Sonnet",29,requests,0.0400,1.1600,0.1160,1.0440,proud-fintech,FinTech-Division
2026-08-10,external-contractor-02,copilot,copilot_premium_request,"Claude 3.7 Sonnet",29,requests,0.0400,1.1600,0.1160,1.0440,proud-cloud-core,Cloud-Platform
2026-08-11,taro-tanaka,copilot,copilot_premium_request,"o1",10,requests,0.0500,0.5000,0.0000,0.5000,proud-fintech,FinTech-Division
